Event Name,Date,Month,Venue,Venue2,Level of Licence,WA,Entry Details,Licence Number,Longitude,Latitude
North East Youth Development League - Division 1,16-Jul,Jul,Churchill,Whitley Bay,1,,http://www.neydl.website,OUT 23/048,-1.4620499,55.045704
North East Youth Development League - Division 2,16-Jul,Jul,Shildon - Stadium 2000,Shildon,1,,http://www.neydl.website,OUT 23/048,-1.648251,54.632837
South West Athletics League,16-Jul,Jul,Exeter Arena,Exeter,1,,,OUT 23/055,-3.491320974,50.73765245
Eastern Young Athletes League,16-Jul,Jul,Cambridge University Athletics Track,Cambridge,1,,,OUT 23/086,0.098906,52.206767
Eastern Young Athletes League,16-Jul,Jul,Chelmsford Sport & Athletics Centre,Chelmsford,1,,,OUT 23/086,0.4505023408,51.75319275
Eastern Young Athletes League,16-Jul,Jul,Dacorum Athletics Track (Jarman Park),Hemel Hempstead,1,,,OUT 23/086,-0.457736,51.746359
Eastern Young Athletes League,16-Jul,Jul,Ridlins Wood Athletics Track,Stevenage,1,,,OUT 23/086,-0.2027155,51.9016663
BWAA Grand Prix Series,16-Jul,Jul,Stoke Mandeville Stadium,Stoke Mandeville,2,,,OUT 23/089,-0.784342,51.787885
Heart of England League Division 2,16-Jul,Jul,Rockingham Triangle Sports Stadium (Corby),Corby,1,,https://hofe-league.org.uk/,OUT 23/134,-0.71468749,52.5070625
Newham & Essex Beagles Track Open Meetings Summer Series 2023,16-Jul,Jul,London Marathon Community Track,London (CT),2,,https://entry4sports.co.uk/,OUT 23/143,-0.016941,51.536909
Triangular League,16-Jul,Jul,Tipton Sports Academy,Tipton,1,,,OUT 23/282,-2.051650249,52.54539985
North East Masters AA League,17-Jul,Jul,Monkton Stadium,Jarrow,1,,https://www.nemaa.co.uk/track-and-field.html,OUT 23/205,-1.497931582,54.9656323
Southern Counties VAC League - Herts & North Middlesex Division,17-Jul,Jul,Lee Valley Athletics Centre,Lee Valley,1,,,OUT 23/326,-0.038032,51.629996
North Yorkshire & South Durham Series,18-Jul,Jul,Middlesbrough Sports Village,Middlesbrough,1,,http://www.nysd.org.uk/category/track-field/,OUT 23/213,-1.210556246,54.54434965
Cambridgeshire Evening Open Meeting 3,19-Jul,Jul,"One Leisure Outdoor Centre, St. Ives",St. Ives,1,,https://data.opentrack.run/en-gb/x/2023/GBR/camopen3/,OUT 23/035,-0.092947,52.336512
BMC Regional Meeting,19-Jul,Jul,Sutcliffe Park Athletics Track,Eltham,1,,https://www.britishmilersclub.com/,OUT 23/185,0.0541253,51.4505687
BMC Regional Meeting,19-Jul,Jul,Mary Peters Stadium,Belfast,2,WA,https://www.britishmilersclub.com/,OUT 23/208,-5.967179,54.548531
Isle of Man League,19-Jul,Jul,National Sports Centre (IOM),Douglas,1,,,OUT 23/224,-4.504653,54.152616
Rosenheim League - West - NO FIELD EVENTS,19-Jul,Jul,St Mary's University College,Twickenham,1,,,OUT 23/350,-0.3344375,51.4363125
Rosenheim League - East,19-Jul,Jul,Tooting Bec Athletics Track,Tooting Bec,1,,,OUT 23/350,-0.1458246,51.4311924
Aztec Track & Field Series,20-Jul,Jul,Footes Lane (Garenne Stand),St. Peter Port,1,,,OUT 23/230,-2.5639734,49.4645552
Waverley Summer Jumps,20-Jul,Jul,Woolmer Hill Recreation Ground,Haslemere,1,,,OUT 23/348,-0.74831249,51.0944375
Tommy Clay Development Meeting,21-Jul,Jul,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/052,-0.069759,52.9771639
Middlesex Young Athletes League,22-Jul,Jul,Stonex Stadium,Hendon,1,,,OUT 23/277,-0.2236569504,51.60371995
England Athletics Senior & Disability Championships,22-Jul,Jul,Chelmsford Sport & Athletics Centre,Chelmsford,2,WA,https://www.englandathletics.org/athletics-and-running/england-competitions/national-championships/2023-championships-calendar-and-results/,OUT 23/291,0.4505023408,51.75319275
Trafford Medal Meetings,23-Jul,Jul,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/022,-2.28935,53.44636
Yorkshire & District League 1,23-Jul,Jul,Princess Mary Athletic Stadium,Cleckheaton,1,,,OUT 23/146,-1.7140939,53.7264346
Yorkshire & District League Division 2,23-Jul,Jul,Princess Mary Athletic Stadium,Cleckheaton,1,,,OUT 23/146,-1.7140939,53.7264346
Manx Harriers Championships,23-Jul,Jul,National Sports Centre (IOM),Douglas,1,,,OUT 23/225,-4.504653,54.152616
England Athletics Senior & Disability Championships,23-Jul,Jul,Chelmsford Sport & Athletics Centre,Chelmsford,2,WA,https://www.englandathletics.org/athletics-and-running/england-competitions/national-championships/2023-championships-calendar-and-results/,OUT 23/291,0.4505023408,51.75319275
Southern Counties VAC League - Hampshire Division,24-Jul,Jul,Aldershot Military Stadium,Aldershot,1,,https://www.hampshirevetsleague.org.uk/,OUT 23/133,-0.7545890271,51.26467925
Trafford Grand Prix,25-Jul,Jul,Longford Park Athletics Stadium,Stretford,2,WA F,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/065,-2.28935,53.44636
Kettering Town Harriers Evening Open,25-Jul,Jul,Kettering Athletics Track,Kettering,1,,https://entry4sports.co.uk/#/,OUT 23/318,-0.717797,52.396803
Exeter Evening Open Meeting,25-Jul,Jul,Exeter Arena,Exeter,1,,https://exeterharriers.org.uk/events/exeter-open-competitions/,OUT 23/342,-3.491320974,50.73765245
BMC Regional - Exeter,25-Jul,Jul,Exeter Arena,Exeter,1,,https://www.britishmilersclub.com/,OUT 23/344,-3.491320974,50.73765245
Watford Harriers Open Graded Meetings,26-Jul,Jul,Woodside Stadium,Watford,2,WA F,,OUT 23/092,-0.3945440682,51.69587595
Watford Open Field Events,26-Jul,Jul,Woodside Stadium,Watford,1,,,OUT 23/100,-0.3945440682,51.69587595
North East Grand Prix,26-Jul,Jul,Monkton Stadium,Jarrow,1,,https://necaa.weebly.com/,OUT 23/157,-1.497931582,54.9656323
Chelmsford Open Meeting ,26-Jul,Jul,Chelmsford Sport & Athletics Centre,Chelmsford,1,,,OUT 23/240,0.4505023408,51.75319275
Veterans AC 5000m Championship,26-Jul,Jul,Millenium Arena Battersea Park,Battersea Park,1,,https://data.opentrack.run/en-gb/x/2023/GBR/vet500023/,OUT 23/346,-0.146969,51.47698
Staffordshire Mini League,26-Jul,Jul,Tamworth Athletics Track,Tamworth,1,,,OUT 23/252,-1.6671875,52.6188125
"Essex 10,000m County Championships",28-Jul,Jul,Braintree Leisure Centre,Braintree,1,,,OUT 23/281,0.554597,51.882406
Southern Counties Veterans AC Kent Division 1,28-Jul,Jul,Central Park Athletics Arena,Dartford,1,,http://www.scvac.org.uk/track.htm,OUT 23/286,0.220864,51.441631
Southern Counties Veterans AC Kent Division 2,28-Jul,Jul,Central Park Athletics Arena,Dartford,1,,http://www.scvac.org.uk/track.htm,OUT 23/286,0.220864,51.441631
South of England Combined Events Championships,29-Jul,Jul,Oxford Horspath Athletics Stadium,Horspath,2,WA F,,OUT 23/335,-1.1871875,51.7374375
South West Inter-Counties Championships,30-Jul,Jul,Exeter Arena,Exeter,2,,,OUT 23/056,-3.491320974,50.73765245
Scottish National Athletics League ,30-Jul,Jul,Grangemouth Sports Stadium,Grangemouth,2,WA F,,OUT 23/097,-3.7081875,56.0053125
East Anglian League,30-Jul,Jul,"One Leisure Outdoor Centre, St. Ives",St. Ives,1,,http://cambsathletics.org.uk/east-anglian-tf-league/,OUT 23/124,-0.092947,52.336512
East Anglian League,30-Jul,Jul,Lynnsport Athletics Track,King's Lynn,1,,http://cambsathletics.org.uk/east-anglian-tf-league/,OUT 23/124,0.3954774,52.7538673
East Anglian League,30-Jul,Jul,Southend Leisure & Tennis Centre Athletics Track,Southend,1,,http://cambsathletics.org.uk/east-anglian-tf-league/,OUT 23/124,0.73458859,51.5546036
UK Youth Development League Upper - Southern Premier,30-Jul,Jul,K2 Athletics Stadium,Crawley,1,,https://www.ukydl.org.uk/,OUT 23/128,-0.1918738,51.0973656
UK Youth Development League Upper - Southern 1A,30-Jul,Jul,Perivale Park Athletic Track,Perivale,1,,https://www.ukydl.org.uk/,OUT 23/128,-0.33712,51.532246
UK Youth Development League Upper - Southern 2A,30-Jul,Jul,Xcel Sports Hub - Waterside Drive,Walton,1,,https://www.ukydl.org.uk/,OUT 23/128,-0.411091,51.398763
UK Youth Development League Upper - Southern 1B,30-Jul,Jul,Sutcliffe Park Athletics Track,Eltham,1,,https://www.ukydl.org.uk/,OUT 23/128,0.0541253,51.4505687
UK Youth Development League Upper - Southern 2B,30-Jul,Jul,Central Park Athletics Arena,Dartford,1,,https://www.ukydl.org.uk/,OUT 23/128,0.220864,51.441631
Nottinghamshire County Development League,30-Jul,Jul,Newark Sports Village,Newark,1,,,OUT 23/179,-0.8000625,53.0620625
South of England Combined Events Championships,30-Jul,Jul,Oxford Horspath Athletics Stadium,Horspath,2,WA F,,OUT 23/335,-1.1871875,51.7374375
Westfield Health British Transplant Games,31-Jul,Jul,Coventry Athletic Track - University of Warwick,Coventry,1,,,OUT 23/104,-1.510477,52.4081812
North East Masters AA League,31-Jul,Jul,Monkton Stadium,Jarrow,1,,https://www.nemaa.co.uk/track-and-field.html,OUT 23/205,-1.497931582,54.9656323
Derby Athletics Development Association Midweek Opens,1-Aug,Aug,Moorways Athletics Stadium,Derby,1,,,OUT 23/109,-1.457212,52.891228
Eastern Masters League,1-Aug,Aug,Embankment Athletics Track,Peterborough,1,,https://emac.org.uk/2023-tf-league/,OUT 23/215,-0.233043,52.570904
Oxon & Bucks Midweek Open Meeting,2-Aug,Aug,Oxford Horspath Athletics Stadium,Horspath,1,,https://www.rosterathletics.com/,OUT 23/114,-1.1871875,51.7374375
Eastern Masters League,2-Aug,Aug,Sandy Sports Centre (Biggleswade),Sandy,1,,https://emac.org.uk/2023-tf-league/,OUT 23/215,-0.2894375,52.1388125
Eastern Masters League,2-Aug,Aug,Chelmsford Sport & Athletics Centre,Chelmsford,1,,https://emac.org.uk/2023-tf-league/,OUT 23/215,0.4505023408,51.75319275
British Milers Regional Meeting,2-Aug,Aug,Linford Christie Stadium,Wormwood Scrubs,1,,https://www.britishmilersclub.com/,OUT 23/256,-0.235065,51.519692
Thames Valley Harriers Open Meeting,2-Aug,Aug,Linford Christie Stadium,Wormwood Scrubs,1,,https://entry4sports.co.uk/#/,OUT 23/327,-0.235065,51.519692
Tommy Clay Development Meeting,4-Aug,Aug,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/052,-0.069759,52.9771639
National Athletics League Division 1,5-Aug,Aug,Stantonbury Stadium,Milton Keynes,1,,,OUT 23/193,-0.769329,52.058685
England Athletics U15 & U17 Combined Event Championships,5-Aug,Aug,Manchester Regional Athletics Arena,Sportcity,2,WA F,https://www.englandathletics.org/athletics-and-running/england-competitions/national-championships/2023-championships-calendar-and-results/,OUT 23/301,-2.2039375,53.4838125
Trafford Medal Meetings,6-Aug,Aug,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/022,-2.28935,53.44636
West Yorkshire League,6-Aug,Aug,Princess Mary Athletic Stadium,Cleckheaton,1,,www.wakefield -harriers.co.uk/wytfl/wyl23index.htm,OUT 23/078,-1.7140939,53.7264346
Eastern Young Athletes League,6-Aug,Aug,Bedford International Athletics Stadium,Bedford,1,,,OUT 23/086,-0.4418125,52.1336875
Eastern Young Athletes League,6-Aug,Aug,Braintree Leisure Centre,Braintree,1,,,OUT 23/086,0.554597,51.882406
Eastern Young Athletes League - NO HAMMER/DISCUS/CLUB THROW/WEIGHT THROW,6-Aug,Aug,Brentwood School Athletics Track,Brentwood,1,,,OUT 23/086,0.3018662,51.6201654
Eastern Young Athletes League,6-Aug,Aug,Woodside Stadium,Watford,1,,,OUT 23/086,-0.3945440682,51.69587595
Avon League,6-Aug,Aug,Blackbridge Athletics Track,Gloucester,1,,http://s250914043.websitehome.co.uk/avonleague/,OUT 23/198,-2.235105,51.853862
Aztec Track & Field Series,6-Aug,Aug,Footes Lane (Garenne Stand),St. Peter Port,1,,,OUT 23/230,-2.5639734,49.4645552
Alder Valley League,6-Aug,Aug,Hillingdon Athletics Centre,Hillingdon,1,,,OUT 23/239,-0.4696,51.532412
England Athletics U15 & U17 Combined Event Championships,6-Aug,Aug,Manchester Regional Athletics Arena,Sportcity,2,WA F,https://www.englandathletics.org/athletics-and-running/england-competitions/national-championships/2023-championships-calendar-and-results/,OUT 23/301,-2.2039375,53.4838125
BMC Regional Race,7-Aug,Aug,Beckett Park Athletics Centre,Leeds (B),1,,https://www.britishmilersclub.com/,OUT 23/192,-1.5951875,53.82806249
North East Masters AA League,7-Aug,Aug,Monkton Stadium,Jarrow,1,,https://www.nemaa.co.uk/track-and-field.html,OUT 23/205,-1.497931582,54.9656323
Watford Harriers Open Graded Meetings,9-Aug,Aug,Woodside Stadium,Watford,2,WA F,,OUT 23/092,-0.3945440682,51.69587595
Watford Open Field Events,9-Aug,Aug,Woodside Stadium,Watford,1,,,OUT 23/100,-0.3945440682,51.69587595
BMC Regional Race,9-Aug,Aug,Paula Radcliffe Athletics Stadium,Loughborough,1,,https://www.britishmilersclub.com/,OUT 23/320,-1.230372,52.769183
Lily B League - Match 1,10-Aug,Aug,King Georges Rec Ground (Ewell Court),Ewell,1,,,OUT 23/321,-0.2650625,51.3583125
Gloucester 48 Hour Invitational Track Race,11-Aug,Aug,Blackbridge Athletics Track,Gloucester,2,,https://eventswerun.co.uk/24%2F48hour-invitational,OUT 23/006,-2.235105,51.853862
Lily B League - Match 2,11-Aug,Aug,King Georges Rec Ground (Ewell Court),Ewell,1,,,OUT 23/321,-0.2650625,51.3583125
Welsh U13/U17/U20 T&F Championships,12-Aug,Aug,Newport Stadium,Newport,2,WA,https://www.welshathletics.org/,OUT 23/004,-2.959379,51.5737902
Gloucester 48 Hour Invitational Track Race,12-Aug,Aug,Blackbridge Athletics Track,Gloucester,2,,https://eventswerun.co.uk/24%2F48hour-invitational,OUT 23/006,-2.235105,51.853862
Gloucester 24 Hour Invitational Track Race,12-Aug,Aug,Blackbridge Athletics Track,Gloucester,2,,https://eventswerun.co.uk/24%2F48hour-invitational,OUT 23/007,-2.235105,51.853862
Northern U13 U15 U17 Outdoor Championships,12-Aug,Aug,Middlesbrough Sports Village,Middlesbrough,2,WA F,https://www.northernathletics.co.uk/#,OUT 23/027,-1.210556246,54.54434965
BWAA Grand Prix Series,12-Aug,Aug,Stoke Mandeville Stadium,Stoke Mandeville,2,,,OUT 23/089,-0.784342,51.787885
4J Studios scottishathletics National Senior/U17 Championships,12-Aug,Aug,Grangemouth Sports Stadium,Grangemouth,2,WA F,https://scottishathletics.sportserve.net/pages/event/athletics/athleticsfixturelist.aspx?pid=10000,OUT 23/102,-3.7081875,56.0053125
BMC Grand Prix - World Athletics Challenger,12-Aug,Aug,Longford Park Athletics Stadium,Stretford,2,WA D,https://www.britishmilersclub.com/,OUT 23/108,-2.28935,53.44636
Lily B League - Match 1 - NO HAMMER/DISCUS,12-Aug,Aug,Guildford Spectrum Athletics Track,Guildford,1,,,OUT 23/321,-0.5613791,51.2503854
Kent Young Athletes League Division 1,12-Aug,Aug,Central Park Athletics Arena,Dartford,1,,,OUT 23/357,0.220864,51.441631
Kent Young Athletes League Division 2,12-Aug,Aug,Central Park Athletics Arena,Dartford,1,,,OUT 23/357,0.220864,51.441631
Welsh U13/U17/U20 T&F Championships,13-Aug,Aug,Newport Stadium,Newport,2,WA,https://www.welshathletics.org/,OUT 23/004,-2.959379,51.5737902
Gloucester 48 Hour Invitational Track Race,13-Aug,Aug,Blackbridge Athletics Track,Gloucester,2,,https://eventswerun.co.uk/24%2F48hour-invitational,OUT 23/006,-2.235105,51.853862
Gloucester 24 Hour Invitational Track Race,13-Aug,Aug,Blackbridge Athletics Track,Gloucester,2,,https://eventswerun.co.uk/24%2F48hour-invitational,OUT 23/007,-2.235105,51.853862
Northern U13 U15 U17 Outdoor Championships,13-Aug,Aug,Middlesbrough Sports Village,Middlesbrough,2,WA F,https://www.northernathletics.co.uk/#,OUT 23/027,-1.210556246,54.54434965
4J Studios scottishathletics National Senior/U17 Championships,13-Aug,Aug,Grangemouth Sports Stadium,Grangemouth,2,WA F,https://scottishathletics.sportserve.net/pages/event/athletics/athleticsfixturelist.aspx?pid=10000,OUT 23/102,-3.7081875,56.0053125
Oxfordshire League,13-Aug,Aug,North Oxfordshire Academy,Banbury,1,,https://oxfordshireathletics.org.uk/track-and-field,OUT 23/117,-1.368062378,52.0729955
Newham & Essex Beagles Track Open Meetings Summer Series 2023,13-Aug,Aug,London Marathon Community Track,London (CT),2,,https://entry4sports.co.uk/,OUT 23/143,-0.016941,51.536909
Lily B League - Match 1 - NO HAMMER/DISCUS,13-Aug,Aug,Guildford Spectrum Athletics Track,Guildford,1,,,OUT 23/321,-0.5613791,51.2503854
Lily B League - Match 1,14-Aug,Aug,Weir Archer Athletics Track (Kingsmeadow),Kingston,1,,,OUT 23/321,-0.2836903,51.4052927
Southern Counties VAC League - Herts & North Middlesex Division,14-Aug,Aug,Banister Sports Centre,Harrow,1,,,OUT 23/326,-0.352975,51.611152
Trafford Grand Prix,15-Aug,Aug,Longford Park Athletics Stadium,Stretford,2,WA F,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/065,-2.28935,53.44636
BMC Gold Standard  - Trafford ,15-Aug,Aug,Longford Park Athletics Stadium,Stretford,2,,https://www.britishmilersclub.com/,OUT 23/125,-2.28935,53.44636
Lily B League - Match 2,15-Aug,Aug,Weir Archer Athletics Track (Kingsmeadow),Kingston,1,,,OUT 23/321,-0.2836903,51.4052927
North East Grand Prix,16-Aug,Aug,Monkton Stadium,Jarrow,1,,https://necaa.weebly.com/,OUT 23/157,-1.497931582,54.9656323
BMC Regional Meeting,16-Aug,Aug,Sutcliffe Park Athletics Track,Eltham,1,,https://www.britishmilersclub.com/,OUT 23/185,0.0541253,51.4505687
Lily B League - Match 1,16-Aug,Aug,David Weir Leisure Centre (formerley Sutton Arena),Carshalton,1,,,OUT 23/321,-0.1814375,51.3841875
Rosenheim League - Final,16-Aug,Aug,Weir Archer Athletics Track (Kingsmeadow),Kingston,1,,,OUT 23/350,-0.2836903,51.4052927
Lily B League - Match 2,17-Aug,Aug,David Weir Leisure Centre (formerley Sutton Arena),Carshalton,1,,,OUT 23/321,-0.1814375,51.3841875
Tommy Clay Development Meeting,18-Aug,Aug,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/052,-0.069759,52.9771639
Ebbisham League Division 1,18-Aug,Aug,Weir Archer Athletics Track (Kingsmeadow),Kingston,1,,,OUT 23/322,-0.2836903,51.4052927
Northern Track & Field League East 1S,19-Aug,Aug,Shu City Athletics Stadium (Woodbourn Road),Sheffield,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/028,-1.4324375,53.3894375
Northern Track & Field League East 1N,19-Aug,Aug,Dorothy Hyman Sports Centre,Cudworth,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/029,-1.411029309,53.57425995
Northern Track & Field League West Premier,19-Aug,Aug,Longford Park Athletics Stadium,Stretford,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/030,-2.28935,53.44636
Northern Track & Field League West 2,19-Aug,Aug,Leigh Sports Village,Leigh,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/031,-2.5305682,53.4883788
Northern Track & Field League North East 1,19-Aug,Aug,Middlesbrough Sports Village,Middlesbrough,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/032,-1.210556246,54.54434965
Northern Track & Field League East Premier,19-Aug,Aug,Costello Stadium,Hull,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/044,-0.4107359,53.7372742
Southern Athletics League Division 3 West,19-Aug,Aug,Brickfields Athletic Track,Plymouth,1,,https://www.southernathletics.org.uk/,OUT 23/060,-4.1689375,50.3718125
Southern Athletics League Division 2 North & East,19-Aug,Aug,Sutcliffe Park Athletics Track,Eltham,1,,https://www.southernathletics.org.uk/,OUT 23/070,0.0541253,51.4505687
Southern Athletics League Division 2 North & East,19-Aug,Aug,Blackshots Athletic Stadium (Thurrock),Grays,1,,https://www.southernathletics.org.uk/,OUT 23/070,0.3470567,51.4935653
Southern Athletics League Division 2 North & East,19-Aug,Aug,Ashton Playing Fields,Woodford,1,,https://www.southernathletics.org.uk/,OUT 23/070,0.05032673229,51.6073283
Northern Track & Field League West 1S,19-Aug,Aug,Queensway International Stadium,Wrexham,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/075,-2.976813,53.044427
Northern Track & Field League West 1N - NOT YET LICENSED,19-Aug,Aug,Stanley Park Athletics Arena,Blackpool,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/084,-3.024618,53.815054
"4J Studios scottishathletics National U13, U15 & U20 Championships",19-Aug,Aug,Aberdeen Sports Village,Aberdeen,2,WA F,https://scottishathletics.sportserve.net/pages/event/athletics/athleticsfixturelist.aspx?pid=10000,OUT 23/101,-2.093937043,57.16272065
Northern Track & Field League North East Premier,19-Aug,Aug,Churchill,Whitley Bay,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/107,-1.4620499,55.045704
Northern Track & Field League East 2,19-Aug,Aug,Princess Mary Athletic Stadium,Cleckheaton,1,,https://www.northernathletics.co.uk/track-field-league/,OUT 23/120,-1.7140939,53.7264346
Midland Counties League Division 1,19-Aug,Aug,The Queen's Diamond Jubilee Centre,Rugby,1,,https://midland-athletics.co.uk/disciplines/league/,OUT 23/171,-1.254627,52.365789
Midland Counties League Division 4SE,19-Aug,Aug,Tudor Grange Athletics Centre (Norman Green Track),Solihull,1,,https://midland-athletics.co.uk/disciplines/league/,OUT 23/172,-1.7768935,52.4130189
Southern Athletics League Divisions 3 Kent,19-Aug,Aug,K2 Athletics Stadium,Crawley,1,,https://www.southernathletics.org.uk/,OUT 23/226,-0.1918738,51.0973656
Southern Athletics League Divisions 3 South,19-Aug,Aug,K2 Athletics Stadium,Crawley,1,,https://www.southernathletics.org.uk/,OUT 23/226,-0.1918738,51.0973656
Midland Counties League Division 4NE,19-Aug,Aug,Ashfield School Athletics Track,Sutton in Ashfield,1,,https://midland-athletics.co.uk/disciplines/league/,OUT 23/234,-1.2694414,53.1096183
Midland Counties League Division 2,19-Aug,Aug,Alexander Stadium - Main Stadium,Birmingham,1,,https://midland-athletics.co.uk/disciplines/league/,OUT 23/285,-1.906396,52.530985
Ebbisham League Division 2,19-Aug,Aug,Weir Archer Athletics Track (Kingsmeadow),Kingston,1,,,OUT 23/322,-0.2836903,51.4052927
Southern Athletics League Division 1 - NO POLE VAULT,19-Aug,Aug,Withdean Stadium,Brighton,1,,https://www.southernathletics.org.uk/,OUT 23/341,-0.1593261361,50.85215175
Southern Athletics League Division 1,19-Aug,Aug,Medway Park,Gillingham,1,,https://www.southernathletics.org.uk/,OUT 23/341,0.5410061101,51.3905889
Southern Athletics League Division 1,19-Aug,Aug,Tooting Bec Athletics Track,Tooting Bec,1,,https://www.southernathletics.org.uk/,OUT 23/341,-0.1458246,51.4311924
Southern Athletics League Division 3 North,19-Aug,Aug,Colchester Station Athletics Track,Colchester,1,,https://www.southernathletics.org.uk/,OUT 23/349,0.89618749,51.8816875
Southern Athletics League Division 3 North,19-Aug,Aug,Stuart Storey Athletic Track - Wodson Park,Ware,1,,https://www.southernathletics.org.uk/,OUT 23/349,-0.0333125,51.8239375
Southern Athletics League Division 3 North,19-Aug,Aug,Woodside Stadium,Watford,1,,https://www.southernathletics.org.uk/,OUT 23/349,-0.3945440682,51.69587595
"4J Studios scottishathletics National U13, U15 & U20 Championships",20-Aug,Aug,Aberdeen Sports Village,Aberdeen,2,WA F,https://scottishathletics.sportserve.net/pages/event/athletics/athleticsfixturelist.aspx?pid=10000,OUT 23/101,-2.093937043,57.16272065
Milton Keynes Open Meeting,20-Aug,Aug,Stantonbury Stadium,Milton Keynes,1,,http://www.mkac.org.uk/,OUT 23/323,-0.769329,52.058685
Milton Keynes Open Meeting,21-Aug,Aug,Stantonbury Stadium,Milton Keynes,1,,http://www.mkac.org.uk/,OUT 23/323,-0.769329,52.058685
Milton Keynes Open Meeting,22-Aug,Aug,Stantonbury Stadium,Milton Keynes,1,,http://www.mkac.org.uk/,OUT 23/323,-0.769329,52.058685
Watford Harriers Open Graded Meetings,23-Aug,Aug,Woodside Stadium,Watford,2,WA F,,OUT 23/092,-0.3945440682,51.69587595
Watford Open Field Events,23-Aug,Aug,Woodside Stadium,Watford,1,,,OUT 23/100,-0.3945440682,51.69587595
BMC Watford Gold Standard,23-Aug,Aug,Woodside Stadium,Watford,2,WA F,https://www.britishmilersclub.com/,OUT 23/138,-0.3945440682,51.69587595
Milton Keynes Open Meeting,23-Aug,Aug,Stantonbury Stadium,Milton Keynes,1,,http://www.mkac.org.uk/,OUT 23/323,-0.769329,52.058685
The Monument Mile Classic,26-Aug,Aug,University of Stirling Athletics Stadium,Stirling,2,WA D,https://www.entrycentral.com/MonumentMile6,OUT 23/099,-3.917376,56.146981
Trafford Medal Meetings,28-Aug,Aug,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/022,-2.28935,53.44636
Kidderminster & Stourport Mike Lambert Open,28-Aug,Aug,Alan Moreton Track (Stourport),Stourport,1,,https://entry4sports.co.uk/#/,OUT 23/112,-2.280539,52.34658
Southend City Open ,28-Aug,Aug,Southend Leisure & Tennis Centre Athletics Track,Southend,1,,https://www.southend-on-sea-athletic-club.co.uk/annual-club-events/,OUT 23/266,0.73458859,51.5546036
Exeter Evening Open Meeting,29-Aug,Aug,Exeter Arena,Exeter,1,,https://exeterharriers.org.uk/events/exeter-open-competitions/,OUT 23/342,-3.491320974,50.73765245
BMC Regional - Exeter,29-Aug,Aug,Exeter Arena,Exeter,1,,https://www.britishmilersclub.com/,OUT 23/344,-3.491320974,50.73765245
"Boston Open Combined Events, inc Lincolnshire County Championships",2-Sep,Sep,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/051,-0.069759,52.9771639
Humber County AA  Open Series 1,2-Sep,Sep,Costello Stadium,Hull,1,,,OUT 23/081,-0.4107359,53.7372742
BMC Regional Meeting,2-Sep,Sep,Medway Park,Gillingham,1,,https://www.britishmilersclub.com/,OUT 23/196,0.5410061101,51.3905889
"Boston Open Combined Events, inc Lincolnshire County Championships",3-Sep,Sep,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/051,-0.069759,52.9771639
South West Athletics League,3-Sep,Sep,Exeter Arena,Exeter,1,,,OUT 23/055,-3.491320974,50.73765245
Watford Harriers Minors Meetings,3-Sep,Sep,Woodside Stadium,Watford,1,,https://watfordharriers.org.uk/,OUT 23/062,-0.3945440682,51.69587595
Oxfordshire League,3-Sep,Sep,Tilsley Park Athletics Track,Abingdon,1,,https://oxfordshireathletics.org.uk/track-and-field,OUT 23/117,-1.2779715,51.6714842
East Anglian League Final,3-Sep,Sep,West Suffolk Athletics Arena,Bury St. Edmunds,1,,http://cambsathletics.org.uk/east-anglian-tf-league/,OUT 23/139,0.6994769977,52.25094525
Newham & Essex Beagles Track Open Meetings Summer Series 2023,3-Sep,Sep,London Marathon Community Track,London (CT),2,,https://entry4sports.co.uk/,OUT 23/143,-0.016941,51.536909
Aztec Track & Field Series,3-Sep,Sep,Footes Lane (Garenne Stand),St. Peter Port,1,,,OUT 23/230,-2.5639734,49.4645552
Dacorum Athletics Club - Club Championships,3-Sep,Sep,Dacorum Athletics Track (Jarman Park),Hemel Hempstead,1,,,OUT 23/313,-0.457736,51.746359
Watford Harriers Open Graded Meetings,6-Sep,Sep,Woodside Stadium,Watford,2,WA F,,OUT 23/092,-0.3945440682,51.69587595
